instrument_token,exchange_token,tradingsymbol,name,expiry,strike,lot_size,instrument_type
11309314,44177,NIFTY21FEB14950PE,NIFTY,2021-02-25,14950,75,PE
11309570,44178,NIFTY21FEB15000CE,NIFTY,2021-02-25,15000,75,CE
11310594,44182,NIFTY21FEB15000PE,NIFTY,2021-02-25,15000,75,PE
11310850,44183,NIFTY21FEB15050CE,NIFTY,2021-02-25,15050,75,CE
11311362,44185,NIFTY21FEB15050PE,NIFTY,2021-02-25,15050,75,PE
11867394,46357,NIFTY21FEB15100CE,NIFTY,2021-02-25,15100,75,CE
11867650,46358,NIFTY21FEB15100PE,NIFTY,2021-02-25,15100,75,PE
11867906,46359,NIFTY21FEB15150CE,NIFTY,2021-02-25,15150,75,CE
11872514,46377,NIFTY21FEB15150PE,NIFTY,2021-02-25,15150,75,PE
11872770,46378,NIFTY21FEB15200CE,NIFTY,2021-02-25,15200,75,CE
11873026,46379,NIFTY21FEB15200PE,NIFTY,2021-02-25,15200,75,PE
12224002,47750,NIFTY21FEB15250CE,NIFTY,2021-02-25,15250,75,CE
12224258,47751,NIFTY21FEB15250PE,NIFTY,2021-02-25,15250,75,PE
10200066,39844,NIFTY21FEB15300CE,NIFTY,2021-02-25,15300,75,CE
10200322,39845,NIFTY21FEB15300PE,NIFTY,2021-02-25,15300,75,PE
10200578,39846,NIFTY21FEB15350CE,NIFTY,2021-02-25,15350,75,CE
10200834,39847,NIFTY21FEB15350PE,NIFTY,2021-02-25,15350,75,PE
11927042,46590,NIFTY21FEB15400CE,NIFTY,2021-02-25,15400,75,CE
11927298,46591,NIFTY21FEB15400PE,NIFTY,2021-02-25,15400,75,PE
11927554,46592,NIFTY21FEB15450CE,NIFTY,2021-02-25,15450,75,CE
11928066,46594,NIFTY21FEB15450PE,NIFTY,2021-02-25,15450,75,PE
12396290,48423,NIFTY21FEB15500CE,NIFTY,2021-02-25,15500,75,CE
12396546,48424,NIFTY21FEB15500PE,NIFTY,2021-02-25,15500,75,PE
9285378,36271,NIFTY21FEB15550CE,NIFTY,2021-02-25,15550,75,CE
9287170,36278,NIFTY21FEB15550PE,NIFTY,2021-02-25,15550,75,PE
9287426,36279,NIFTY21FEB15600CE,NIFTY,2021-02-25,15600,75,CE
9287682,36280,NIFTY21FEB15600PE,NIFTY,2021-02-25,15600,75,PE
9287938,36281,NIFTY21FEB15650CE,NIFTY,2021-02-25,15650,75,CE
9288194,36282,NIFTY21FEB15650PE,NIFTY,2021-02-25,15650,75,PE
10064898,39316,NIFTY2120411650CE,NIFTY,2021-02-04,11650,75,CE
10065154,39317,NIFTY2120411650PE,NIFTY,2021-02-04,11650,75,PE
10065410,39318,NIFTY2120411700CE,NIFTY,2021-02-04,11700,75,CE
10065666,39319,NIFTY2120411700PE,NIFTY,2021-02-04,11700,75,PE
10067970,39328,NIFTY2120411750CE,NIFTY,2021-02-04,11750,75,CE
10068226,39329,NIFTY2120411750PE,NIFTY,2021-02-04,11750,75,PE
10070530,39338,NIFTY2120411800CE,NIFTY,2021-02-04,11800,75,CE
10070786,39339,NIFTY2120411800PE,NIFTY,2021-02-04,11800,75,PE
10072066,39344,NIFTY2120411850CE,NIFTY,2021-02-04,11850,75,CE
10072322,39345,NIFTY2120411850PE,NIFTY,2021-02-04,11850,75,PE
10074626,39354,NIFTY2120411900CE,NIFTY,2021-02-04,11900,75,CE
10074882,39355,NIFTY2120411900PE,NIFTY,2021-02-04,11900,75,PE
10075650,39358,NIFTY2120411950CE,NIFTY,2021-02-04,11950,75,CE
10075906,39359,NIFTY2120411950PE,NIFTY,2021-02-04,11950,75,PE
10076162,39360,NIFTY2120412000CE,NIFTY,2021-02-04,12000,75,CE
10076418,39361,NIFTY2120412000PE,NIFTY,2021-02-04,12000,75,PE
10076674,39362,NIFTY2120412050CE,NIFTY,2021-02-04,12050,75,CE
10076930,39363,NIFTY2120412050PE,NIFTY,2021-02-04,12050,75,PE
10079746,39374,NIFTY2120412100CE,NIFTY,2021-02-04,12100,75,CE
10080002,39375,NIFTY2120412100PE,NIFTY,2021-02-04,12100,75,PE
10080258,39376,NIFTY2120412150CE,NIFTY,2021-02-04,12150,75,CE
10080514,39377,NIFTY2120412150PE,NIFTY,2021-02-04,12150,75,PE
10080770,39378,NIFTY2120412200CE,NIFTY,2021-02-04,12200,75,CE
10081026,39379,NIFTY2120412200PE,NIFTY,2021-02-04,12200,75,PE
10085122,39395,NIFTY2120412250CE,NIFTY,2021-02-04,12250,75,CE
10085378,39396,NIFTY2120412250PE,NIFTY,2021-02-04,12250,75,PE
10086402,39400,NIFTY2120412300CE,NIFTY,2021-02-04,12300,75,CE
10086658,39401,NIFTY2120412300PE,NIFTY,2021-02-04,12300,75,PE
10089730,39413,NIFTY2120412350CE,NIFTY,2021-02-04,12350,75,CE
10089986,39414,NIFTY2120412350PE,NIFTY,2021-02-04,12350,75,PE
10090754,39417,NIFTY2120412400CE,NIFTY,2021-02-04,12400,75,CE
10091010,39418,NIFTY2120412400PE,NIFTY,2021-02-04,12400,75,PE
10091266,39419,NIFTY2120412450CE,NIFTY,2021-02-04,12450,75,CE
10091522,39420,NIFTY2120412450PE,NIFTY,2021-02-04,12450,75,PE
10091778,39421,NIFTY2120412500CE,NIFTY,2021-02-04,12500,75,CE
10092034,39422,NIFTY2120412500PE,NIFTY,2021-02-04,12500,75,PE
10092290,39423,NIFTY2120412550CE,NIFTY,2021-02-04,12550,75,CE
10092546,39424,NIFTY2120412550PE,NIFTY,2021-02-04,12550,75,PE
10092802,39425,NIFTY2120412600CE,NIFTY,2021-02-04,12600,75,CE
10093058,39426,NIFTY2120412600PE,NIFTY,2021-02-04,12600,75,PE
10093826,39429,NIFTY2120412650CE,NIFTY,2021-02-04,12650,75,CE
10094082,39430,NIFTY2120412650PE,NIFTY,2021-02-04,12650,75,PE
10095106,39434,NIFTY2120412700CE,NIFTY,2021-02-04,12700,75,CE
10095362,39435,NIFTY2120412700PE,NIFTY,2021-02-04,12700,75,PE
10095874,39437,NIFTY2120412750CE,NIFTY,2021-02-04,12750,75,CE
10096130,39438,NIFTY2120412750PE,NIFTY,2021-02-04,12750,75,PE
10098946,39449,NIFTY2120412800CE,NIFTY,2021-02-04,12800,75,CE
10099202,39450,NIFTY2120412800PE,NIFTY,2021-02-04,12800,75,PE
10099970,39453,NIFTY2120412850CE,NIFTY,2021-02-04,12850,75,CE
10101250,39458,NIFTY2120412850PE,NIFTY,2021-02-04,12850,75,PE
10101506,39459,NIFTY2120412900CE,NIFTY,2021-02-04,12900,75,CE
10101762,39460,NIFTY2120412900PE,NIFTY,2021-02-04,12900,75,PE
10102274,39462,NIFTY2120412950CE,NIFTY,2021-02-04,12950,75,CE
10102530,39463,NIFTY2120412950PE,NIFTY,2021-02-04,12950,75,PE
10102786,39464,NIFTY2120413000CE,NIFTY,2021-02-04,13000,75,CE
10103042,39465,NIFTY2120413000PE,NIFTY,2021-02-04,13000,75,PE
10103298,39466,NIFTY2120413050CE,NIFTY,2021-02-04,13050,75,CE
10103554,39467,NIFTY2120413050PE,NIFTY,2021-02-04,13050,75,PE
10106114,39477,NIFTY2120413100CE,NIFTY,2021-02-04,13100,75,CE
10106370,39478,NIFTY2120413100PE,NIFTY,2021-02-04,13100,75,PE
10107650,39483,NIFTY2120413150CE,NIFTY,2021-02-04,13150,75,CE
10107906,39484,NIFTY2120413150PE,NIFTY,2021-02-04,13150,75,PE
10108674,39487,NIFTY2120413200CE,NIFTY,2021-02-04,13200,75,CE
10108930,39488,NIFTY2120413200PE,NIFTY,2021-02-04,13200,75,PE
10109186,39489,NIFTY2120413250CE,NIFTY,2021-02-04,13250,75,CE
10109442,39490,NIFTY2120413250PE,NIFTY,2021-02-04,13250,75,PE
10110722,39495,NIFTY2120413300CE,NIFTY,2021-02-04,13300,75,CE
10110978,39496,NIFTY2120413300PE,NIFTY,2021-02-04,13300,75,PE
10112258,39501,NIFTY2120413350CE,NIFTY,2021-02-04,13350,75,CE
10112514,39502,NIFTY2120413350PE,NIFTY,2021-02-04,13350,75,PE
10112770,39503,NIFTY2120413400CE,NIFTY,2021-02-04,13400,75,CE
10113026,39504,NIFTY2120413400PE,NIFTY,2021-02-04,13400,75,PE
10113282,39505,NIFTY2120413450CE,NIFTY,2021-02-04,13450,75,CE
10114050,39508,NIFTY2120413450PE,NIFTY,2021-02-04,13450,75,PE
10114306,39509,NIFTY2120413500CE,NIFTY,2021-02-04,13500,75,CE
10114562,39510,NIFTY2120413500PE,NIFTY,2021-02-04,13500,75,PE
10115842,39515,NIFTY2120413550CE,NIFTY,2021-02-04,13550,75,CE
10116098,39516,NIFTY2120413550PE,NIFTY,2021-02-04,13550,75,PE
10116354,39517,NIFTY2120413600CE,NIFTY,2021-02-04,13600,75,CE
10116610,39518,NIFTY2120413600PE,NIFTY,2021-02-04,13600,75,PE
10118658,39526,NIFTY2120413650CE,NIFTY,2021-02-04,13650,75,CE
10118914,39527,NIFTY2120413650PE,NIFTY,2021-02-04,13650,75,PE
10119170,39528,NIFTY2120413700CE,NIFTY,2021-02-04,13700,75,CE
10119426,39529,NIFTY2120413700PE,NIFTY,2021-02-04,13700,75,PE
10119682,39530,NIFTY2120413750CE,NIFTY,2021-02-04,13750,75,CE
10120194,39532,NIFTY2120413750PE,NIFTY,2021-02-04,13750,75,PE
10121986,39539,NIFTY2120413800CE,NIFTY,2021-02-04,13800,75,CE
10122498,39541,NIFTY2120413800PE,NIFTY,2021-02-04,13800,75,PE
10123266,39544,NIFTY2120413850CE,NIFTY,2021-02-04,13850,75,CE
10123522,39545,NIFTY2120413850PE,NIFTY,2021-02-04,13850,75,PE
10125826,39554,NIFTY2120413900CE,NIFTY,2021-02-04,13900,75,CE
10126082,39555,NIFTY2120413900PE,NIFTY,2021-02-04,13900,75,PE
10126594,39557,NIFTY2120413950CE,NIFTY,2021-02-04,13950,75,CE
10126850,39558,NIFTY2120413950PE,NIFTY,2021-02-04,13950,75,PE
10127106,39559,NIFTY2120414000CE,NIFTY,2021-02-04,14000,75,CE
10127362,39560,NIFTY2120414000PE,NIFTY,2021-02-04,14000,75,PE
10129666,39569,NIFTY2120414050CE,NIFTY,2021-02-04,14050,75,CE
10129922,39570,NIFTY2120414050PE,NIFTY,2021-02-04,14050,75,PE
10131202,39575,NIFTY2120414100CE,NIFTY,2021-02-04,14100,75,CE
10131458,39576,NIFTY2120414100PE,NIFTY,2021-02-04,14100,75,PE
10131714,39577,NIFTY2120414150CE,NIFTY,2021-02-04,14150,75,CE
10131970,39578,NIFTY2120414150PE,NIFTY,2021-02-04,14150,75,PE
10132226,39579,NIFTY2120414200CE,NIFTY,2021-02-04,14200,75,CE
10132482,39580,NIFTY2120414200PE,NIFTY,2021-02-04,14200,75,PE
10134274,39587,NIFTY2120414250CE,NIFTY,2021-02-04,14250,75,CE
10134530,39588,NIFTY2120414250PE,NIFTY,2021-02-04,14250,75,PE
10136066,39594,NIFTY2120414300CE,NIFTY,2021-02-04,14300,75,CE
10136322,39595,NIFTY2120414300PE,NIFTY,2021-02-04,14300,75,PE
10136834,39597,NIFTY2120414350CE,NIFTY,2021-02-04,14350,75,CE
10137346,39599,NIFTY2120414350PE,NIFTY,2021-02-04,14350,75,PE
10139650,39608,NIFTY2120414400CE,NIFTY,2021-02-04,14400,75,CE
10139906,39609,NIFTY2120414400PE,NIFTY,2021-02-04,14400,75,PE
10145282,39630,NIFTY2120414450CE,NIFTY,2021-02-04,14450,75,CE
10145538,39631,NIFTY2120414450PE,NIFTY,2021-02-04,14450,75,PE
10145794,39632,NIFTY2120414500CE,NIFTY,2021-02-04,14500,75,CE
10146050,39633,NIFTY2120414500PE,NIFTY,2021-02-04,14500,75,PE
10146306,39634,NIFTY2120414550CE,NIFTY,2021-02-04,14550,75,CE
10146562,39635,NIFTY2120414550PE,NIFTY,2021-02-04,14550,75,PE
10147842,39640,NIFTY2120414600CE,NIFTY,2021-02-04,14600,75,CE
10148098,39641,NIFTY2120414600PE,NIFTY,2021-02-04,14600,75,PE
10149890,39648,NIFTY2120414650CE,NIFTY,2021-02-04,14650,75,CE
10150146,39649,NIFTY2120414650PE,NIFTY,2021-02-04,14650,75,PE
10138370,39603,NIFTY2120414700CE,NIFTY,2021-02-04,14700,75,CE
10138626,39604,NIFTY2120414700PE,NIFTY,2021-02-04,14700,75,PE
10138882,39605,NIFTY2120414750CE,NIFTY,2021-02-04,14750,75,CE
10139138,39606,NIFTY2120414750PE,NIFTY,2021-02-04,14750,75,PE
10712834,41847,NIFTY2120414800CE,NIFTY,2021-02-04,14800,75,CE
10713090,41848,NIFTY2120414800PE,NIFTY,2021-02-04,14800,75,PE
10713346,41849,NIFTY2120414850CE,NIFTY,2021-02-04,14850,75,CE
10713602,41850,NIFTY2120414850PE,NIFTY,2021-02-04,14850,75,PE
11011842,43015,NIFTY2120414900CE,NIFTY,2021-02-04,14900,75,CE
11012098,43016,NIFTY2120414900PE,NIFTY,2021-02-04,14900,75,PE
11304706,44159,NIFTY2120414950CE,NIFTY,2021-02-04,14950,75,CE
11304962,44160,NIFTY2120414950PE,NIFTY,2021-02-04,14950,75,PE
11305218,44161,NIFTY2120415000CE,NIFTY,2021-02-04,15000,75,CE
11305730,44163,NIFTY2120415000PE,NIFTY,2021-02-04,15000,75,PE
11305986,44164,NIFTY2120415050CE,NIFTY,2021-02-04,15050,75,CE
11307266,44169,NIFTY2120415050PE,NIFTY,2021-02-04,15050,75,PE
11845634,46272,NIFTY2120415100CE,NIFTY,2021-02-04,15100,75,CE
11847426,46279,NIFTY2120415100PE,NIFTY,2021-02-04,15100,75,PE
11847682,46280,NIFTY2120415150CE,NIFTY,2021-02-04,15150,75,CE
11848706,46284,NIFTY2120415150PE,NIFTY,2021-02-04,15150,75,PE
11848962,46285,NIFTY2120415200CE,NIFTY,2021-02-04,15200,75,CE
11850498,46291,NIFTY2120415200PE,NIFTY,2021-02-04,15200,75,PE
12183810,47593,NIFTY2120415250CE,NIFTY,2021-02-04,15250,75,CE
12184066,47594,NIFTY2120415250PE,NIFTY,2021-02-04,15250,75,PE
9860354,38517,NIFTY2120415300CE,NIFTY,2021-02-04,15300,75,CE
9860610,38518,NIFTY2120415300PE,NIFTY,2021-02-04,15300,75,PE
9860866,38519,NIFTY2120415350CE,NIFTY,2021-02-04,15350,75,CE
9861122,38520,NIFTY2120415350PE,NIFTY,2021-02-04,15350,75,PE
11923970,46578,NIFTY2120415400CE,NIFTY,2021-02-04,15400,75,CE
11924226,46579,NIFTY2120415400PE,NIFTY,2021-02-04,15400,75,PE
11924482,46580,NIFTY2120415450CE,NIFTY,2021-02-04,15450,75,CE
11924738,46581,NIFTY2120415450PE,NIFTY,2021-02-04,15450,75,PE
12393730,48413,NIFTY2120415500CE,NIFTY,2021-02-04,15500,75,CE
12393986,48414,NIFTY2120415500PE,NIFTY,2021-02-04,15500,75,PE
9274114,36227,NIFTY2120415550CE,NIFTY,2021-02-04,15550,75,CE
9274882,36230,NIFTY2120415550PE,NIFTY,2021-02-04,15550,75,PE
9275138,36231,NIFTY2120415600CE,NIFTY,2021-02-04,15600,75,CE
9275394,36232,NIFTY2120415600PE,NIFTY,2021-02-04,15600,75,PE
9275650,36233,NIFTY2120415650CE,NIFTY,2021-02-04,15650,75,CE
9276418,36236,NIFTY2120415650PE,NIFTY,2021-02-04,15650,75,PE
11518978,44996,NIFTY2121111850CE,NIFTY,2021-02-11,11850,75,CE
11519234,44997,NIFTY2121111850PE,NIFTY,2021-02-11,11850,75,PE
11519490,44998,NIFTY2121111900CE,NIFTY,2021-02-11,11900,75,CE
11520258,45001,NIFTY2121111900PE,NIFTY,2021-02-11,11900,75,PE
11520514,45002,NIFTY2121111950CE,NIFTY,2021-02-11,11950,75,CE
11520770,45003,NIFTY2121111950PE,NIFTY,2021-02-11,11950,75,PE
11492098,44891,NIFTY2121112000CE,NIFTY,2021-02-11,12000,75,CE
11493122,44895,NIFTY2121112000PE,NIFTY,2021-02-11,12000,75,PE
11493378,44896,NIFTY2121112050CE,NIFTY,2021-02-11,12050,75,CE
11493890,44898,NIFTY2121112050PE,NIFTY,2021-02-11,12050,75,PE
11494146,44899,NIFTY2121112100CE,NIFTY,2021-02-11,12100,75,CE
11494402,44900,NIFTY2121112100PE,NIFTY,2021-02-11,12100,75,PE
11494658,44901,NIFTY2121112150CE,NIFTY,2021-02-11,12150,75,CE
11494914,44902,NIFTY2121112150PE,NIFTY,2021-02-11,12150,75,PE
11495170,44903,NIFTY2121112200CE,NIFTY,2021-02-11,12200,75,CE
11495426,44904,NIFTY2121112200PE,NIFTY,2021-02-11,12200,75,PE
11497218,44911,NIFTY2121112250CE,NIFTY,2021-02-11,12250,75,CE
11497474,44912,NIFTY2121112250PE,NIFTY,2021-02-11,12250,75,PE
11497730,44913,NIFTY2121112300CE,NIFTY,2021-02-11,12300,75,CE
11497986,44914,NIFTY2121112300PE,NIFTY,2021-02-11,12300,75,PE
11498242,44915,NIFTY2121112350CE,NIFTY,2021-02-11,12350,75,CE
11498498,44916,NIFTY2121112350PE,NIFTY,2021-02-11,12350,75,PE
11498754,44917,NIFTY2121112400CE,NIFTY,2021-02-11,12400,75,CE
11499266,44919,NIFTY2121112400PE,NIFTY,2021-02-11,12400,75,PE
11499522,44920,NIFTY2121112450CE,NIFTY,2021-02-11,12450,75,CE
11502850,44933,NIFTY2121112450PE,NIFTY,2021-02-11,12450,75,PE
11503106,44934,NIFTY2121112500CE,NIFTY,2021-02-11,12500,75,CE
11503362,44935,NIFTY2121112500PE,NIFTY,2021-02-11,12500,75,PE
11503618,44936,NIFTY2121112550CE,NIFTY,2021-02-11,12550,75,CE
11503874,44937,NIFTY2121112550PE,NIFTY,2021-02-11,12550,75,PE
11504130,44938,NIFTY2121112600CE,NIFTY,2021-02-11,12600,75,CE
11505922,44945,NIFTY2121112600PE,NIFTY,2021-02-11,12600,75,PE
11506178,44946,NIFTY2121112650CE,NIFTY,2021-02-11,12650,75,CE
11507458,44951,NIFTY2121112650PE,NIFTY,2021-02-11,12650,75,PE
11507714,44952,NIFTY2121112700CE,NIFTY,2021-02-11,12700,75,CE
11508482,44955,NIFTY2121112700PE,NIFTY,2021-02-11,12700,75,PE
11508738,44956,NIFTY2121112750CE,NIFTY,2021-02-11,12750,75,CE
11509250,44958,NIFTY2121112750PE,NIFTY,2021-02-11,12750,75,PE
11509506,44959,NIFTY2121112800CE,NIFTY,2021-02-11,12800,75,CE
11509762,44960,NIFTY2121112800PE,NIFTY,2021-02-11,12800,75,PE
11510018,44961,NIFTY2121112850CE,NIFTY,2021-02-11,12850,75,CE
11511554,44967,NIFTY2121112850PE,NIFTY,2021-02-11,12850,75,PE
11511810,44968,NIFTY2121112900CE,NIFTY,2021-02-11,12900,75,CE
11512578,44971,NIFTY2121112900PE,NIFTY,2021-02-11,12900,75,PE
11512834,44972,NIFTY2121112950CE,NIFTY,2021-02-11,12950,75,CE
11513090,44973,NIFTY2121112950PE,NIFTY,2021-02-11,12950,75,PE
11513346,44974,NIFTY2121113000CE,NIFTY,2021-02-11,13000,75,CE
11513602,44975,NIFTY2121113000PE,NIFTY,2021-02-11,13000,75,PE
11513858,44976,NIFTY2121113050CE,NIFTY,2021-02-11,13050,75,CE
11515138,44981,NIFTY2121113050PE,NIFTY,2021-02-11,13050,75,PE
11515394,44982,NIFTY2121113100CE,NIFTY,2021-02-11,13100,75,CE
11515650,44983,NIFTY2121113100PE,NIFTY,2021-02-11,13100,75,PE
11515906,44984,NIFTY2121113150CE,NIFTY,2021-02-11,13150,75,CE
11516162,44985,NIFTY2121113150PE,NIFTY,2021-02-11,13150,75,PE
11516418,44986,NIFTY2121113200CE,NIFTY,2021-02-11,13200,75,CE
11528450,45033,NIFTY2121113200PE,NIFTY,2021-02-11,13200,75,PE
11528706,45034,NIFTY2121113250CE,NIFTY,2021-02-11,13250,75,CE
11528962,45035,NIFTY2121113250PE,NIFTY,2021-02-11,13250,75,PE
11529218,45036,NIFTY2121113300CE,NIFTY,2021-02-11,13300,75,CE
11529474,45037,NIFTY2121113300PE,NIFTY,2021-02-11,13300,75,PE
11529730,45038,NIFTY2121113350CE,NIFTY,2021-02-11,13350,75,CE
11529986,45039,NIFTY2121113350PE,NIFTY,2021-02-11,13350,75,PE
11530242,45040,NIFTY2121113400CE,NIFTY,2021-02-11,13400,75,CE
11530498,45041,NIFTY2121113400PE,NIFTY,2021-02-11,13400,75,PE
11530754,45042,NIFTY2121113450CE,NIFTY,2021-02-11,13450,75,CE
11531010,45043,NIFTY2121113450PE,NIFTY,2021-02-11,13450,75,PE
11531266,45044,NIFTY2121113500CE,NIFTY,2021-02-11,13500,75,CE
11532034,45047,NIFTY2121113500PE,NIFTY,2021-02-11,13500,75,PE
11532290,45048,NIFTY2121113550CE,NIFTY,2021-02-11,13550,75,CE
11533058,45051,NIFTY2121113550PE,NIFTY,2021-02-11,13550,75,PE
11533314,45052,NIFTY2121113600CE,NIFTY,2021-02-11,13600,75,CE
11533570,45053,NIFTY2121113600PE,NIFTY,2021-02-11,13600,75,PE
11533826,45054,NIFTY2121113650CE,NIFTY,2021-02-11,13650,75,CE
11534082,45055,NIFTY2121113650PE,NIFTY,2021-02-11,13650,75,PE
11534338,45056,NIFTY2121113700CE,NIFTY,2021-02-11,13700,75,CE
11534594,45057,NIFTY2121113700PE,NIFTY,2021-02-11,13700,75,PE
11534850,45058,NIFTY2121113750CE,NIFTY,2021-02-11,13750,75,CE
11538178,45071,NIFTY2121113750PE,NIFTY,2021-02-11,13750,75,PE
11538434,45072,NIFTY2121113800CE,NIFTY,2021-02-11,13800,75,CE
11538690,45073,NIFTY2121113800PE,NIFTY,2021-02-11,13800,75,PE
11538946,45074,NIFTY2121113850CE,NIFTY,2021-02-11,13850,75,CE
11539202,45075,NIFTY2121113850PE,NIFTY,2021-02-11,13850,75,PE
11539458,45076,NIFTY2121113900CE,NIFTY,2021-02-11,13900,75,CE
11540226,45079,NIFTY2121113900PE,NIFTY,2021-02-11,13900,75,PE
11540482,45080,NIFTY2121113950CE,NIFTY,2021-02-11,13950,75,CE
11540738,45081,NIFTY2121113950PE,NIFTY,2021-02-11,13950,75,PE
11540994,45082,NIFTY2121114000CE,NIFTY,2021-02-11,14000,75,CE
11542018,45086,NIFTY2121114000PE,NIFTY,2021-02-11,14000,75,PE
11542274,45087,NIFTY2121114050CE,NIFTY,2021-02-11,14050,75,CE
11543298,45091,NIFTY2121114050PE,NIFTY,2021-02-11,14050,75,PE
11543554,45092,NIFTY2121114100CE,NIFTY,2021-02-11,14100,75,CE
11544834,45097,NIFTY2121114100PE,NIFTY,2021-02-11,14100,75,PE
11545090,45098,NIFTY2121114150CE,NIFTY,2021-02-11,14150,75,CE
11545346,45099,NIFTY2121114150PE,NIFTY,2021-02-11,14150,75,PE
11545602,45100,NIFTY2121114200CE,NIFTY,2021-02-11,14200,75,CE
11545858,45101,NIFTY2121114200PE,NIFTY,2021-02-11,14200,75,PE
11546114,45102,NIFTY2121114250CE,NIFTY,2021-02-11,14250,75,CE
11546370,45103,NIFTY2121114250PE,NIFTY,2021-02-11,14250,75,PE
11546626,45104,NIFTY2121114300CE,NIFTY,2021-02-11,14300,75,CE
11546882,45105,NIFTY2121114300PE,NIFTY,2021-02-11,14300,75,PE
11547138,45106,NIFTY2121114350CE,NIFTY,2021-02-11,14350,75,CE
11547394,45107,NIFTY2121114350PE,NIFTY,2021-02-11,14350,75,PE
11547650,45108,NIFTY2121114400CE,NIFTY,2021-02-11,14400,75,CE
11549954,45117,NIFTY2121114400PE,NIFTY,2021-02-11,14400,75,PE
11550210,45118,NIFTY2121114450CE,NIFTY,2021-02-11,14450,75,CE
11550978,45121,NIFTY2121114450PE,NIFTY,2021-02-11,14450,75,PE
11551234,45122,NIFTY2121114500CE,NIFTY,2021-02-11,14500,75,CE
11551490,45123,NIFTY2121114500PE,NIFTY,2021-02-11,14500,75,PE
11551746,45124,NIFTY2121114550CE,NIFTY,2021-02-11,14550,75,CE
11552002,45125,NIFTY2121114550PE,NIFTY,2021-02-11,14550,75,PE
11552258,45126,NIFTY2121114600CE,NIFTY,2021-02-11,14600,75,CE
11554562,45135,NIFTY2121114600PE,NIFTY,2021-02-11,14600,75,PE
11554818,45136,NIFTY2121114650CE,NIFTY,2021-02-11,14650,75,CE
11555074,45137,NIFTY2121114650PE,NIFTY,2021-02-11,14650,75,PE
11555330,45138,NIFTY2121114700CE,NIFTY,2021-02-11,14700,75,CE
11555586,45139,NIFTY2121114700PE,NIFTY,2021-02-11,14700,75,PE
11555842,45140,NIFTY2121114750CE,NIFTY,2021-02-11,14750,75,CE
11556098,45141,NIFTY2121114750PE,NIFTY,2021-02-11,14750,75,PE
11556354,45142,NIFTY2121114800CE,NIFTY,2021-02-11,14800,75,CE
11560194,45157,NIFTY2121114800PE,NIFTY,2021-02-11,14800,75,PE
11560450,45158,NIFTY2121114850CE,NIFTY,2021-02-11,14850,75,CE
11562242,45165,NIFTY2121114850PE,NIFTY,2021-02-11,14850,75,PE
11562498,45166,NIFTY2121114900CE,NIFTY,2021-02-11,14900,75,CE
11562754,45167,NIFTY2121114900PE,NIFTY,2021-02-11,14900,75,PE
11563010,45168,NIFTY2121114950CE,NIFTY,2021-02-11,14950,75,CE
11565826,45179,NIFTY2121114950PE,NIFTY,2021-02-11,14950,75,PE
11566082,45180,NIFTY2121115000CE,NIFTY,2021-02-11,15000,75,CE
11568898,45191,NIFTY2121115000PE,NIFTY,2021-02-11,15000,75,PE
10959874,42812,NIFTY2121115050CE,NIFTY,2021-02-11,15050,75,CE
10960130,42813,NIFTY2121115050PE,NIFTY,2021-02-11,15050,75,PE
11850754,46292,NIFTY2121115100CE,NIFTY,2021-02-11,15100,75,CE
11852034,46297,NIFTY2121115100PE,NIFTY,2021-02-11,15100,75,PE
11854850,46308,NIFTY2121115150CE,NIFTY,2021-02-11,15150,75,CE
11860738,46331,NIFTY2121115150PE,NIFTY,2021-02-11,15150,75,PE
11861762,46335,NIFTY2121115200CE,NIFTY,2021-02-11,15200,75,CE
11867138,46356,NIFTY2121115200PE,NIFTY,2021-02-11,15200,75,PE
12184322,47595,NIFTY2121115250CE,NIFTY,2021-02-11,15250,75,CE
12184578,47596,NIFTY2121115250PE,NIFTY,2021-02-11,15250,75,PE
10052098,39266,NIFTY2121115300CE,NIFTY,2021-02-11,15300,75,CE
10052354,39267,NIFTY2121115300PE,NIFTY,2021-02-11,15300,75,PE
10124034,39547,NIFTY2121115350CE,NIFTY,2021-02-11,15350,75,CE
10124290,39548,NIFTY2121115350PE,NIFTY,2021-02-11,15350,75,PE
11924994,46582,NIFTY2121115400CE,NIFTY,2021-02-11,15400,75,CE
11925250,46583,NIFTY2121115400PE,NIFTY,2021-02-11,15400,75,PE
11925506,46584,NIFTY2121115450CE,NIFTY,2021-02-11,15450,75,CE
11925762,46585,NIFTY2121115450PE,NIFTY,2021-02-11,15450,75,PE
12394242,48415,NIFTY2121115500CE,NIFTY,2021-02-11,15500,75,CE
12394498,48416,NIFTY2121115500PE,NIFTY,2021-02-11,15500,75,PE
9276674,36237,NIFTY2121115550CE,NIFTY,2021-02-11,15550,75,CE
9276930,36238,NIFTY2121115550PE,NIFTY,2021-02-11,15550,75,PE
9278722,36245,NIFTY2121115600CE,NIFTY,2021-02-11,15600,75,CE
9279490,36248,NIFTY2121115600PE,NIFTY,2021-02-11,15600,75,PE
9280770,36253,NIFTY2121115650CE,NIFTY,2021-02-11,15650,75,CE
9281026,36254,NIFTY2121115650PE,NIFTY,2021-02-11,15650,75,PE
11521026,45004,NIFTY2121811850CE,NIFTY,2021-02-18,11850,75,CE
11522818,45011,NIFTY2121811850PE,NIFTY,2021-02-18,11850,75,PE
